Transaction_ID,Order_Date,Customer_Reference_ID,Item_SKU,Quantity_Purchased,Total_Revenue_Logged,Marketing_Channel,Time_to_Ship_Days,Refund_Applied
T332,19-Aug-2025,C2700,ACC-20,3,291.0 GHS,Google_Ads,3,TRUE
T333,07-Jul-2025,cust_4130,ACC-13,2,38.01 USD,Organic,5,N
T334,30-Aug-2025,C4402,ACC-5,1,274.0 GHS,Google_Ads,7,Y
T335,02/11/25,cust_3214,ACC-22,2,236.0 GHS,Referral,3,Y
T336,2024-10-08,cust_5184,Wig-RED-14,2,14000.0 GHS,Email,6,Y
T337,10-Sep-2025,cust_3675,Wig-OMBRE-22,3,20400.0 GHS,Referral,41,N
T338,24/04/25,C3584,Wig-OMBRE-22,2,13600.0 GHS,Email,6,TRUE
T339,27-Sep-2025,cust_1536,Wig-WAVY-20,2,1427.27 USD,Organic,6,Y
T340,2024-07-01,C3976,Wig-Bone-30,2,1040000 NGN,Referral,5,N
T341,03-Jul-2024,cust_1550,Wig-STRA-16,2,13000.0 GHS,Referral,22,TRUE
T342,08/11/24,C600,Wig-RED-14,1,7000.0 GHS,Organic,35,NULL
T343,2025-07-04,C3307,ACC-20,1,97.0 GHS,Google_Ads,3,TRUE
T344,2024-11-13,cust_1940,ACC-1,1,263.0 GHS,Email,7,N
T345,12/07/24,C702,Wig-STRA-16,3,19500.0 GHS,Organic,6,N
T346,2024-11-25,cust_5263,ACC-19,3,492.0 GHS,Organic,5,N
T347,25-Jul-2025,C3900,Wig-STRA-16,3,19500.0 GHS,Organic,23,N
T348,16/09/25,C1458,ACC-15,2,554.0 GHS,Organic,4,N
T349,2025-02-21,C654,Wig-Short-10,1,3800.0 GHS,Organic,45,TRUE
T350,15/06/25,C2488,ACC-6,3,357.0 GHS,Meta Paid,7,TRUE
T351,12/08/24,C4195,ACC-15,2,554.0 GHS,Organic,5,N
T352,25-Aug-2025,cust_4937,Wig-BLOND-14,3,13500.0 GHS,Google_Ads,40,NULL
T353,07/04/25,C134,ACC-23,3,672.0 GHS,Email,5,NULL
T354,19/10/25,cust_4113,Wig-LUX-26,3,37500.0 GHS,Organic,4,N
T355,04/05/25,C4314,Wig-BLOND-14,2,600000 NGN,Organic,45,N
T356,2025-06-08,C4807,acc-4,1,28.05 USD,Organic,5,Y
T357,18-May-2025,cust_3342,ACC-6,1,119.0 GHS,Meta Paid,6,N
T358,2025-09-14,C2371,ACC-11,1,179.0 GHS,Organic,7,N
T359,12-Oct-2025,C4642,ACC-1,2,526.0 GHS,Email,4,N
T360,10-Aug-2025,C1974,ACC-8,2,478.0 GHS,Google_Ads,7,N
T361,12/02/25,cust_4806,Wig-HDC-24,1,9500.0 GHS,Referral,3,Y
T362,19-Mar-2025,cust_2919,ACC-20,2,15.16 USD,Email,6,N
T363,2025-04-19,C673,ACC-8,2,478.0 GHS,Organic,4,N
T364,2025-04-15,cust_3467,ACC-21,2,552.0 GHS,Email,5,NULL
T365,2025-06-02,C3168,ACC-8,3,47800 NGN,Organic,4,N
T366,05/12/24,cust_719,Wig-HDC-24,3,1900000 NGN,Email,3,N
T367,2025-02-02,cust_2339,ACC-17,1,194.0 GHS,Email,3,N
T368,13-Sep-2024,cust_2664,ACC-1,3,789.0 GHS,Referral,7,N
T369,21-Feb-2025,cust_2157,ACC-3,2,608.0 GHS,Referral,4,Y
T370,2024-08-22,cust_5100,Wig-Tpart-12,1,3500.0 GHS,Organic,5,N
T371,20-Jul-2025,cust_5375,ACC-11,2,23866 NGN,Meta Paid,5,N
T372,2025-07-18,cust_3554,Wig-HDShort,2,13000.0 GHS,Google_Ads,35,N
T373,2024-12-17,cust_4843,Wig-HDC-24,1,9500.0 GHS,Email,29,N
T374,2024-07-07,cust_4604,Wig-UPART-28,2,19800.0 GHS,Email,29,N
T375,2025-10-25,cust_510,Wig-AFRO,1,3500.0 GHS,Email,33,N
T376,11/07/25,C1220,ACC-21,1,276.0 GHS,Meta Paid,7,N
T377,07-Feb-2025,cust_4569,ACC-16,1,252.0 GHS,Organic,5,N
T378,2024-10-12,C5364,Wig-Bone-30,2,15600.0 GHS,Email,35,N
T379,2025-09-30,C2616,ACC-22,3,354.0 GHS,Organic,4,N
T380,2025-04-24,C4664,ACC-5,1,274.0 GHS,Organic,5,N
T381,2025-10-06,cust_1230,ACC-21,1,276.0 GHS,Email,3,N
T382,16-Oct-2024,cust_1192,Wig-AFRO,1,3500.0 GHS,Organic,5,N
T383,11/10/24,cust_2663,acc-25,3,735.0 GHS,Organic,4,N
T384,2025-01-29,C454,Wig-OMBRE-22,3,20400.0 GHS,Organic,25,N
T385,22-Oct-2024,cust_3508,ACC-16,1,252.0 GHS,Organic,5,TRUE
T386,2025-01-12,C2182,Wig-Tpart-12,1,273.0 USD,Referral,37,TRUE
T387,2025-02-24,C4225,ACC-15,1,277.0 GHS,Organic,6,N
T388,2025-01-11,cust_2712,ACC-13,3,48.71 USD,Organic,5,N
T389,2025-02-02,cust_4590,ACC-11,2,358.0 GHS,Organic,6,Y
T390,21-Nov-2024,C1152,acc-4,3,981.0 GHS,Organic,5,NULL
T391,26/09/24,cust_2583,Wig-STRA-16,3,19500.0 GHS,Referral,5,N
T392,01/05/25,cust_1054,ACC-9,3,927.0 GHS,Organic,6,N
T393,30-Jan-2025,cust_204,Wig-Tpart-12,1,3500.0 GHS,Referral,6,N
T394,10/01/25,C4526,Wig-WAVY-20,3,1600000 NGN,Organic,41,N
T395,25-Apr-2025,C1688,Wig-HDC-24,2,19000.0 GHS,Email,44,NULL
T396,18-Sep-2025,C358,Wig-Short-10,1,3800.0 GHS,Organic,45,TRUE
T397,26/09/24,C1813,Wig-OMBRE-22,2,917.38 USD,Referral,4,N
T398,2025-08-26,C3706,Wig-WAVY-20,1,533333 NGN,Meta Paid,6,N
T399,23/07/24,cust_3087,ACC-21,3,56.37 USD,Organic,6,N
T400,2024-10-05,cust_2216,ACC-15,3,831.0 GHS,Organic,4,NULL
T401,19-May-2025,C793,ACC-23,1,224.0 GHS,Meta Paid,7,TRUE
T402,30/07/24,C546,ACC-11,3,36.11 USD,Organic,7,TRUE
T403,2025-06-28,C880,ACC-3,3,60800 NGN,Meta Paid,7,N
T404,2025-01-17,C1909,Wig-Bone-30,2,1040000 NGN,Organic,31,N
T405,2024-08-28,cust_1318,ACC-19,3,492.0 GHS,Organic,5,TRUE
T406,2025-10-22,C1860,Wig-HDC-24,3,28500.0 GHS,Email,25,N
T407,2025-05-12,C876,ACC-10,2,454.0 GHS,Meta Paid,5,N
T408,2025-07-10,cust_5288,ACC-14,3,351.0 GHS,Meta Paid,3,N
T409,30/08/24,C3007,Wig-AFRO,1,3500.0 GHS,Organic,5,Y
T410,21/12/24,cust_1989,ACC-2,2,20533 NGN,Referral,5,NULL
T411,30/12/24,cust_1449,ACC-24,1,149.0 GHS,Email,3,Y
T412,2024-09-07,cust_4953,ACC-1,3,789.0 GHS,Organic,3,N
T413,20-Jun-2025,C3588,ACC-6,2,238.0 GHS,Meta Paid,5,NULL
T414,2025-08-05,C3848,ACC-19,3,492.0 GHS,Meta Paid,4,N
T415,30/05/25,cust_3982,ACC-6,2,238.0 GHS,Google_Ads,6,N
T416,17-Jan-2025,C2740,Wig-Tpart-12,3,10500.0 GHS,Referral,4,N
T417,2024-12-10,cust_267,Wig-Short-10,3,918.03 USD,Referral,39,N
T418,2024-08-02,C1929,ACC-17,1,194.0 GHS,Organic,6,N
T419,2025-05-15,C2039,Wig-Bone-30,2,15600.0 GHS,Meta Paid,4,N
T420,24-Jul-2024,cust_4363,ACC-22,1,7866 NGN,Organic,7,N
T421,17-Aug-2025,cust_1714,ACC-5,2,548.0 GHS,Organic,7,TRUE
T422,24/12/24,C4573,ACC-6,1,119.0 GHS,Referral,7,N
T423,27/08/25,C2700,ACC-12,2,316.0 GHS,Meta Paid,6,N
T424,2025-03-08,cust_435,ACC-14,2,234.0 GHS,Organic,3,N
T425,09/09/25,C2805,Wig-HDC-24,2,1654.7 USD,Organic,33,N
T426,19/07/25,C2499,Wig-CURL-32,3,42000.0 GHS,Google_Ads,23,N
T427,2024-12-28,C3936,Wig-SWISS-18,2,8400.0 GHS,Referral,6,N
T428,20-May-2025,cust_4569,Wig-UPART-28,1,9900.0 GHS,Meta Paid,6,N
T429,25-Apr-2025,C3057,ACC-8,2,36.7 USD,Organic,7,N
T430,2025-10-26,cust_3278,Wig-BLOND-14,2,9000.0 GHS,Referral,4,N
T431,25/06/25,C3413,Wig-Short-10,1,340.42 USD,Organic,7,TRUE
T432,26-Oct-2024,cust_3816,Wig-WAVY-20,1,8000.0 GHS,Referral,3,N
T433,03/07/24,C4330,Wig-Short-10,2,7600.0 GHS,Organic,6,N
T434,29/06/25,cust_978,Wig-HDC-24,1,9500.0 GHS,Meta Paid,4,N
T435,06-Oct-2024,C3331,Wig-CURL-32,2,1853.04 USD,Email,4,N
T436,2025-08-28,C3340,ACC-20,1,97.0 GHS,Meta Paid,3,N
T437,26/10/24,cust_5212,Wig-WAVY-20,1,8000.0 GHS,Organic,6,N
T438,23-Apr-2025,cust_4516,ACC-5,2,548.0 GHS,Email,3,N
T439,18-Oct-2025,cust_4540,ACC-16,1,252.0 GHS,Organic,4,N
T440,21/08/24,C3186,acc-4,1,23.18 USD,Organic,4,TRUE
T441,17/10/25,C4860,ACC-17,3,582.0 GHS,Organic,4,N
T442,16/03/25,cust_3213,ACC-7,2,582.0 GHS,Email,5,NULL
T443,07/01/25,C2186,Wig-HDShort,1,6500.0 GHS,Organic,28,N
T444,19/07/25,cust_4578,Wig-Tpart-12,2,621.26 USD,Meta Paid,7,N
T445,2024-08-23,C5480,Wig-LUX-26,2,25000.0 GHS,Referral,7,NULL
T446,26/06/25,C2279,ACC-7,1,25.9 USD,Google_Ads,6,N
T447,12/11/24,C3292,Wig-HDShort,3,19500.0 GHS,Email,40,TRUE
T448,20-Aug-2025,C4468,ACC-22,2,236.0 GHS,Meta Paid,3,N
T449,03/10/24,cust_1224,Wig-WAVY-20,3,24000.0 GHS,Organic,6,N
T450,09-Sep-2025,cust_5406,Wig-HDShort,3,19500.0 GHS,Organic,26,TRUE
T451,2025-08-22,cust_2006,Wig-STRA-16,3,19500.0 GHS,Meta Paid,6,N
T452,2024-12-19,C1417,acc-4,3,981.0 GHS,Referral,6,N
T453,16/02/25,C1360,ACC-7,2,45.88 USD,Email,3,N
T454,2024-12-21,C2392,Wig-LUX-26,2,25000.0 GHS,Email,5,N
T455,26-Apr-2025,C3913,Wig-HDC-24,1,9500.0 GHS,Email,6,N
T456,30-Oct-2025,cust_2964,acc-25,2,32666 NGN,Organic,5,N
T457,09/09/25,C3940,ACC-16,2,504.0 GHS,Organic,4,N
T458,31/03/25,C1577,Wig-Bone-30,3,23400.0 GHS,Organic,3,NULL
T459,2024-10-04,C1222,Wig-AFRO,3,10500.0 GHS,Organic,5,Y
T460,2024-10-18,C1545,ACC-23,1,14933 NGN,Email,7,N
T461,19-Jun-2025,cust_2905,ACC-5,1,24.69 USD,Meta Paid,4,N
T462,27-Sep-2024,C4180,ACC-21,3,828.0 GHS,Organic,6,TRUE
T463,2024-10-15,C3122,acc-25,2,490.0 GHS,Organic,3,TRUE
T464,14-Feb-2025,C1180,ACC-18,1,182.0 GHS,Email,5,N
T465,28/04/25,cust_4391,Wig-AFRO,1,3500.0 GHS,Organic,22,N
T466,17-Jun-2025,cust_1475,Wig-Short-10,3,11400.0 GHS,Meta Paid,5,N
T467,09-Dec-2024,cust_3384,ACC-10,2,33.95 USD,Organic,5,N
T468,04-Aug-2025,C616,Wig-LUX-26,1,12500.0 GHS,Meta Paid,40,N
T469,14/01/25,C5049,ACC-2,2,308.0 GHS,Email,6,TRUE
T470,09-Nov-2024,cust_3219,ACC-15,2,554.0 GHS,Referral,7,N
T471,2024-09-14,cust_1465,Wig-SWISS-18,2,8400.0 GHS,Referral,5,N
T472,2025-07-12,C3378,Wig-RED-14,2,14000.0 GHS,Google_Ads,6,Y
T473,19-Oct-2024,C5350,ACC-19,1,164.0 GHS,Organic,7,N
T474,2024-07-07,C2853,ACC-21,1,18400 NGN,Referral,7,N
T475,07-Oct-2025,C4436,acc-25,2,43.21 USD,Organic,4,N
T476,24-Feb-2025,cust_1933,ACC-6,2,238.0 GHS,Email,6,N
T477,16/09/24,C5120,ACC-18,1,182.0 GHS,Referral,4,N
T478,06-Oct-2024,cust_1378,ACC-8,3,51.14 USD,Email,4,N
T479,2025-02-14,C4411,Wig-OMBRE-22,1,6800.0 GHS,Organic,7,N
T480,12-Aug-2024,C203,ACC-23,3,672.0 GHS,Email,4,N
T481,2024-10-20,C3483,Wig-Tpart-12,3,10500.0 GHS,Organic,35,N
T482,02-Nov-2025,cust_632,Wig-AFRO,2,634.81 USD,Organic,22,NULL
T483,27-Jan-2025,C5600,ACC-19,2,328.0 GHS,Email,7,N
T484,31/08/25,cust_1414,ACC-12,2,21066 NGN,Google_Ads,6,N
T485,2024-11-17,C766,ACC-8,1,239.0 GHS,Referral,7,NULL
T486,14/09/24,C2022,ACC-22,2,236.0 GHS,Organic,6,N
T487,03/12/24,cust_1445,acc-4,3,981.0 GHS,Organic,4,TRUE
T488,02/07/25,cust_3386,Wig-Bone-30,2,15600.0 GHS,Meta Paid,6,N
T489,30/01/25,C5484,ACC-1,3,789.0 GHS,Organic,6,N
T490,2025-03-02,cust_3064,ACC-2,3,30800 NGN,Email,3,N
T491,11/03/25,cust_2658,ACC-22,3,354.0 GHS,Organic,4,N
T492,05/12/24,C2305,ACC-22,2,236.0 GHS,Organic,4,N
T493,26/12/24,cust_1832,ACC-15,1,21.23 USD,Referral,3,N
T494,2025-07-22,C1455,ACC-6,1,10.0 USD,Meta Paid,4,NULL
T495,31-Oct-2025,cust_2269,Wig-HDC-24,2,19000.0 GHS,Organic,22,TRUE
T496,21-May-2025,cust_2128,Wig-WAVY-20,3,24000.0 GHS,Google_Ads,3,N
T497,2024-08-28,C5020,ACC-20,3,291.0 GHS,Organic,3,Y
T498,07-Oct-2024,C2470,ACC-13,1,215.0 GHS,Organic,3,N
T499,23/07/24,C624,Wig-Tpart-12,2,7000.0 GHS,Organic,41,N
T500,14-Nov-2024,C3560,Wig-Short-10,2,506666 NGN,Organic,5,N
T501,2024-11-25,C3690,Wig-Bone-30,2,15600.0 GHS,Referral,3,N
T502,27/10/24,cust_2903,ACC-8,3,717.0 GHS,Organic,6,N
T503,2025-03-29,C413,Wig-HDC-24,3,28500.0 GHS,Email,4,TRUE
T504,2025-02-13,C4798,ACC-14,2,234.0 GHS,Referral,7,N
T505,2025-05-06,C3726,Wig-SWISS-18,15,63000.0 GHS,Google_Ads,25,N
T506,2024-08-16,C3843,ACC-7,2,38800 NGN,Email,7,N
T507,17-May-2025,C1531,Wig-Tpart-12,3,10500.0 GHS,Organic,7,N
T508,29/08/24,C233,ACC-24,2,298.0 GHS,Email,3,TRUE
T509,23-Nov-2024,cust_4516,Wig-Bone-30,1,7800.0 GHS,Organic,4,N
T510,2024-11-02,cust_2106,ACC-22,3,354.0 GHS,Organic,4,N
T511,19/01/25,C67,Wig-Tpart-12,1,3500.0 GHS,Email,3,N
T512,2025-02-27,C596,ACC-1,3,789.0 GHS,Organic,4,N
T513,01-Jan-2025,cust_1958,Wig-LUX-26,1,12500.0 GHS,Organic,6,Y
T514,2025-03-05,C392,acc-25,1,19.94 USD,Organic,4,N
T515,23-Jul-2025,cust_535,Wig-CURL-32,3,42000.0 GHS,Google_Ads,5,TRUE
T516,2025-06-23,cust_2469,ACC-1,1,17533 NGN,Organic,6,NULL
T517,22-Dec-2024,C1814,Wig-WAVY-20,3,24000.0 GHS,Referral,27,N
T518,14/09/24,C158,ACC-6,1,119.0 GHS,Organic,4,NULL
T519,2025-09-09,C966,acc-4,1,29.09 USD,Referral,4,N
T520,12/12/24,C1000,ACC-18,2,364.0 GHS,Referral,3,TRUE
T521,2025-07-08,C1018,ACC-14,2,234.0 GHS,Google_Ads,7,NULL
T522,17-Jan-2025,C854,Wig-LUX-26,1,12500.0 GHS,Email,6,TRUE
T523,20/07/24,C224,ACC-5,2,548.0 GHS,Organic,5,N
T524,24-Sep-2025,cust_4656,Wig-BLOND-14,2,9000.0 GHS,Organic,25,N
T525,13/08/24,cust_296,ACC-19,1,164.0 GHS,Organic,3,N
T526,2025-04-21,cust_947,Wig-HDC-24,1,728.99 USD,Organic,3,N
T527,2024-12-26,cust_4177,Wig-UPART-28,1,9900.0 GHS,Email,5,N
T528,12-Dec-2024,cust_3142,Wig-AFRO,3,10500.0 GHS,Referral,6,N
T529,25-Aug-2025,C3710,ACC-21,1,24.23 USD,Organic,3,Y
T530,2025-01-24,cust_223,ACC-5,3,822.0 GHS,Email,7,N
T531,06-Dec-2024,cust_4628,acc-4,2,654.0 GHS,Organic,4,N
T532,15/07/25,cust_3406,Wig-RED-14,3,1758.98 USD,Google_Ads,4,N
T533,2024-08-15,C1039,Wig-Tpart-12,2,7000.0 GHS,Organic,4,Y
T534,05/08/25,C1922,Wig-WAVY-20,3,24000.0 GHS,Google_Ads,6,N
T535,05/07/24,cust_4507,Wig-LUX-26,3,2500000 NGN,Organic,7,N
T536,21-Apr-2025,cust_4711,ACC-10,3,681.0 GHS,Referral,7,N
T537,2025-10-22,C4991,ACC-17,2,388.0 GHS,Email,3,Y
T538,26-Oct-2024,cust_1490,Wig-Short-10,1,3800.0 GHS,Organic,38,NULL
T539,14/03/25,cust_4989,ACC-2,1,10266 NGN,Organic,4,Y
T540,2025-10-13,C309,Wig-WAVY-20,2,1066666 NGN,Organic,30,N
T541,21-Apr-2025,C768,Wig-Short-10,1,3800.0 GHS,Email,33,N
T542,2024-12-14,C4023,Wig-UPART-28,2,19800.0 GHS,Email,28,NULL
T543,2024-10-04,C3715,Wig-STRA-16,2,13000.0 GHS,Referral,4,N
T544,2024-11-08,C5369,ACC-1,1,263.0 GHS,Email,5,N
T545,2024-08-26,cust_3520,ACC-21,1,276.0 GHS,Referral,6,Y
T546,2025-04-09,C4454,ACC-16,1,252.0 GHS,Organic,6,Y
T547,01-Jul-2024,C137,Wig-STRA-16,2,13000.0 GHS,Referral,27,N
T548,16-Jun-2025,C3396,Wig-Tpart-12,1,3500.0 GHS,Meta Paid,7,N
T549,2024-11-13,cust_5356,ACC-2,2,308.0 GHS,Email,6,N
T550,13-Jun-2025,cust_791,ACC-16,3,63.09 USD,Meta Paid,6,N
T551,29/10/25,C3340,ACC-21,3,828.0 GHS,Organic,4,N
T552,03/08/25,cust_3525,ACC-12,1,158.0 GHS,Organic,4,N
T553,14-Aug-2025,C3057,Wig-Short-10,2,661.97 USD,Meta Paid,5,Y
T554,03-May-2025,cust_4458,ACC-10,1,19.0 USD,Meta Paid,6,TRUE
T555,08-Nov-2024,C2543,ACC-23,3,672.0 GHS,Organic,7,TRUE
T556,04/12/24,C3075,ACC-24,2,23.44 USD,Referral,4,N
T557,2025-08-07,C4199,ACC-10,1,15133 NGN,Meta Paid,6,N
T558,11-Aug-2024,C5099,ACC-7,2,582.0 GHS,Organic,3,N
T559,31-Oct-2024,cust_1996,ACC-8,2,478.0 GHS,Organic,4,N
T560,27/09/24,C3880,ACC-12,2,21.2 USD,Organic,7,N
T561,2025-03-11,cust_2177,Wig-STRA-16,2,13000.0 GHS,Organic,40,Y
T562,27/07/24,C600,ACC-17,1,194.0 GHS,Organic,3,Y
T563,07/11/25,cust_609,ACC-10,2,454.0 GHS,Organic,3,N
T564,05-Nov-2024,cust_2426,ACC-6,3,357.0 GHS,Organic,6,Y
T565,23/04/25,cust_5309,ACC-24,1,11.98 USD,Organic,6,N
T566,2024-10-08,cust_3606,ACC-16,3,756.0 GHS,Organic,3,N
T567,10/12/24,cust_2685,ACC-19,2,328.0 GHS,Email,5,N
T568,12/07/24,C1005,ACC-20,3,291.0 GHS,Email,3,N
T569,18/03/25,C2211,Wig-UPART-28,2,1644.05 USD,Email,6,N
T570,01-Aug-2024,cust_2880,ACC-19,3,492.0 GHS,Organic,5,TRUE
T571,30/01/25,C2816,Wig-WAVY-20,3,24000.0 GHS,Organic,25,TRUE
T572,20-Oct-2024,cust_4113,acc-25,1,245.0 GHS,Referral,4,TRUE
T573,27-Jul-2025,cust_2177,ACC-21,2,552.0 GHS,Organic,4,N
T574,2024-07-30,cust_3095,Wig-RED-14,2,14000.0 GHS,Organic,31,N
T575,21-Sep-2024,cust_1497,ACC-17,1,194.0 GHS,Organic,5,N
T576,16-Oct-2025,C248,acc-4,2,654.0 GHS,Organic,7,N
T577,2025-06-13,C1428,Wig-UPART-28,3,29700.0 GHS,Google_Ads,7,NULL
T578,29-May-2025,C3359,Wig-SWISS-18,3,12600.0 GHS,Meta Paid,3,TRUE
T579,02/09/24,cust_2631,ACC-7,2,582.0 GHS,Organic,5,N
T580,2025-08-07,cust_2386,ACC-1,1,17533 NGN,Google_Ads,6,N
T581,06-Aug-2024,cust_1652,ACC-8,1,15933 NGN,Email,7,N
T582,06/10/24,cust_2559,Wig-WAVY-20,1,8000.0 GHS,Email,6,N
T583,2025-03-31,cust_853,Wig-Tpart-12,2,7000.0 GHS,Organic,27,Y
T584,16/02/25,cust_5336,ACC-15,2,554.0 GHS,Organic,4,N
T585,29-May-2025,cust_4279,ACC-6,2,238.0 GHS,Meta Paid,6,N
T586,2025-05-30,cust_369,ACC-10,1,20.11 USD,Organic,4,Y
T587,2025-01-05,C1225,ACC-2,3,462.0 GHS,Email,3,N
T588,2025-07-11,C4380,Wig-AFRO,3,10500.0 GHS,Organic,43,N
T589,14/02/25,C5004,ACC-24,3,447.0 GHS,Organic,4,N
T590,16-Nov-2024,C3429,ACC-11,1,179.0 GHS,Email,3,N
T591,17-Dec-2024,C1420,ACC-2,2,308.0 GHS,Organic,7,Y
T592,05-Sep-2024,C4642,Wig-LUX-26,1,12500.0 GHS,Referral,5,N
T593,2024-10-22,C67,ACC-7,3,873.0 GHS,Referral,6,N
T594,26-Jul-2024,C570,ACC-9,1,309.0 GHS,Referral,6,TRUE
T595,08-Oct-2024,C3960,ACC-3,3,912.0 GHS,Organic,7,N
T596,2024-08-08,C1666,ACC-13,3,645.0 GHS,Organic,4,N
T597,28-Dec-2024,C4417,ACC-16,1,252.0 GHS,Referral,3,N
T598,03-Aug-2025,cust_3728,ACC-8,2,478.0 GHS,Organic,7,N
T599,2025-05-05,C794,ACC-2,2,308.0 GHS,Organic,6,N
T600,09-Oct-2025,cust_3974,ACC-10,1,19.75 USD,Email,3,N
T601,2024-09-03,cust_2266,ACC-8,3,717.0 GHS,Referral,6,N
T602,2025-07-27,C78,ACC-14,2,234.0 GHS,Google_Ads,7,N
T603,2025-08-02,C900,ACC-17,3,582.0 GHS,Meta Paid,7,N
T604,02/06/25,C5484,ACC-3,3,912.0 GHS,Organic,7,N
T605,16-Jul-2024,C2420,ACC-15,3,831.0 GHS,Email,6,N
T606,13-Aug-2024,cust_1090,ACC-3,1,304.0 GHS,Referral,7,N
T607,22/08/24,cust_2362,acc-4,3,981.0 GHS,Organic,5,N
T608,25-Nov-2024,cust_1549,acc-25,2,34.76 USD,Organic,6,NULL
T609,09-Jul-2025,C5196,ACC-22,2,236.0 GHS,Organic,6,NULL
T610,2024-12-03,cust_788,ACC-24,3,447.0 GHS,Referral,4,NULL
T611,27-Sep-2024,C3220,ACC-15,2,554.0 GHS,Organic,6,Y
T612,28/04/25,C4797,ACC-1,2,526.0 GHS,Organic,7,TRUE
T613,29/06/25,C190,ACC-7,3,873.0 GHS,Google_Ads,6,N
T614,14/05/25,C149,ACC-15,2,554.0 GHS,Google_Ads,4,N
T615,07/03/25,C1145,ACC-9,3,927.0 GHS,Organic,3,N
T616,2024-12-16,C920,ACC-24,3,36.9 USD,Organic,3,N
T617,18-Nov-2024,C2020,Wig-Bone-30,3,1560000 NGN,Email,7,N
T618,2025-07-24,cust_599,Wig-OMBRE-22,1,6800.0 GHS,Meta Paid,45,N
T619,11/01/25,C5015,Wig-SWISS-18,3,12600.0 GHS,Email,3,TRUE
T620,2024-08-15,cust_11,Wig-HDShort,3,19500.0 GHS,Email,39,N
T621,11/12/24,C5076,Wig-RED-14,3,21000.0 GHS,Referral,6,N
T622,03/07/24,cust_4963,ACC-2,2,308.0 GHS,Email,5,N
T623,2025-03-29,cust_4396,ACC-8,1,239.0 GHS,Referral,7,TRUE
T624,27/09/25,C2824,Wig-OMBRE-22,3,20400.0 GHS,Email,5,Y
T625,15-Sep-2025,C1722,ACC-8,1,15933 NGN,Organic,4,NULL
T626,2024-07-18,C5045,acc-4,1,327.0 GHS,Email,5,N
T627,04-Aug-2025,C2802,ACC-22,1,118.0 GHS,Organic,7,Y
T628,26-Dec-2024,C4035,Wig-Tpart-12,3,10500.0 GHS,Organic,21,N
T629,2025-01-23,C935,ACC-1,1,263.0 GHS,Referral,3,N
T630,18/11/24,C1595,Wig-SWISS-18,3,874.22 USD,Referral,6,N
T631,2025-03-14,C3912,Wig-LUX-26,3,37500.0 GHS,Referral,5,N
T632,08/09/24,C920,Wig-SWISS-18,1,294.42 USD,Organic,24,N
T633,04-Jul-2025,C2520,ACC-8,3,47800 NGN,Meta Paid,7,Y
T634,14-Aug-2025,C5000,ACC-6,1,119.0 GHS,Google_Ads,4,TRUE
T635,28-Mar-2025,C4098,ACC-22,1,118.0 GHS,Email,6,N
T636,2024-10-13,cust_1665,ACC-12,3,474.0 GHS,Referral,6,N
T637,05-Sep-2024,cust_3642,Wig-SWISS-18,3,840000 NGN,Organic,39,N
T638,06-Nov-2024,cust_2030,ACC-8,1,239.0 GHS,Organic,3,N
T639,22-Aug-2024,C4558,Wig-HDC-24,2,19000.0 GHS,Organic,40,NULL
T640,14/10/24,cust_754,Wig-STRA-16,3,19500.0 GHS,Organic,44,N
T641,26/10/25,cust_877,acc-4,3,981.0 GHS,Email,7,N
T642,2025-10-27,cust_4251,Wig-CURL-32,1,1176.99 USD,Organic,38,N
T643,15/08/24,cust_1951,ACC-22,2,236.0 GHS,Organic,3,N
T644,2025-10-01,C2251,Wig-AFRO,1,3500.0 GHS,Organic,4,NULL
T645,14/05/25,C4199,ACC-19,1,10933 NGN,Google_Ads,3,N
T646,21/07/25,C664,Wig-LUX-26,1,12500.0 GHS,Meta Paid,24,TRUE
T647,2025-01-04,C5234,ACC-21,1,276.0 GHS,Organic,5,N
T648,21-Aug-2025,cust_2898,ACC-13,1,215.0 GHS,Meta Paid,4,TRUE
T649,19/03/25,C5860,Wig-HDC-24,1,9500.0 GHS,Organic,32,NULL
T650,2025-08-09,C4407,ACC-11,3,537.0 GHS,Meta Paid,3,N
T651,2025-09-14,cust_5443,Wig-Bone-30,2,15600.0 GHS,Email,37,N
T652,16/10/25,C2576,Wig-LUX-26,1,12500.0 GHS,Organic,41,N
T653,06/10/24,cust_1687,Wig-RED-14,3,21000.0 GHS,Organic,27,N
T654,17/12/24,C1869,Wig-RED-14,2,14000.0 GHS,Organic,6,TRUE
T655,2024-10-12,C80,Wig-LUX-26,3,37500.0 GHS,Referral,7,N
T656,11-Jan-2025,C780,ACC-14,3,351.0 GHS,Organic,4,Y
T657,14-Aug-2024,cust_2654,Wig-BLOND-14,1,4500.0 GHS,Referral,7,N
T658,2025-05-25,C3968,ACC-23,3,672.0 GHS,Meta Paid,5,TRUE
T659,2025-01-25,cust_1469,ACC-23,2,33.82 USD,Organic,5,N
T660,07/10/24,cust_1882,ACC-17,1,12933 NGN,Organic,4,N
T661,2025-05-11,C485,Wig-RED-14,3,21000.0 GHS,Google_Ads,3,NULL
T662,08-Dec-2024,C5322,Wig-Tpart-12,3,10500.0 GHS,Organic,27,N
T663,23-Oct-2024,C3902,ACC-2,2,20533 NGN,Organic,6,N
T664,01/06/25,cust_2355,Wig-OMBRE-22,2,13600.0 GHS,Google_Ads,23,N
